Source Code,Source Name,Source Coding Scheme,Source Coding Scheme Version,Source Coding Scheme Namespace,Association Name,REL,Map Rank,Target Code,Target Name,Target Coding Scheme,Target Coding Scheme Version,Target Coding Scheme Namespace
"CDR0000542452","chemotherapeutic agent toxicity","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C42606","Chemotherapeutic Agent Toxicity","NCI","17.01e","NCI"
"CDR0000542453","ototoxicity","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C66929","Ototoxicity","NCI","17.01e","NCI"
"CDR0000542519","chemistry test","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C49237","Chemistry Test","NCI","17.01e","NCI"
"CDR0000542520","chromatography","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C16431","Chromatography","NCI","17.01e","NCI"
"CDR0000542521","liquid chromatography","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C16435","Liquid Chromatography","NCI","17.01e","NCI"
"CDR0000542522","high performance liquid chromatography","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C16434","High Performance Liquid Chromatography","NCI","17.01e","NCI"
"CDR0000542697","collagen/aloe vera/vitamin E/lidocaine topical hydrogel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69133","Collagen/Aloe Vera/Vitamin E/Lidocaine Topical Hydrogel","NCI","17.01e","NCI"
"CDR0000543136","cationic liposome-encapsulated paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69130","Cationic Liposome-Encapsulated Paclitaxel","NCI","17.01e","NCI"
"CDR0000543155","iodine I 123 iodometomidate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69137","Iodine I-123 Iodometomidate","NCI","17.01e","NCI"
"CDR0000543157","anti-CD20 monoclonal antibody PRO131921","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C90590","Anti-CD20 Monoclonal Antibody PRO131921","NCI","17.01e","NCI"
"CDR0000543515","Raf kinase inhibitor XL281","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69135","RAF Kinase Inhibitor XL281","NCI","17.01e","NCI"
"CDR0000543519","apoptosis inducer BZL101","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69134","Apoptosis Inducer BZL101","NCI","17.01e","NCI"
"CDR0000543526","MEK inhibitor AZD8330","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69143","MEK Inhibitor AZD8330","NCI","17.01e","NCI"
"CDR0000543534","adrenal scintigraphy","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67076","Adrenal Scintigraphy","NCI","17.01e","NCI"
"CDR0000543723","indium In 111 CHX-A DTPA trastuzumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C60766","Indium In 111 CHX-A DTPA Trastuzumab","NCI","17.01e","NCI"
"CDR0000543726","bcr-abl p210-b3a2 breakpoint-derived multipeptide vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69082","BCR-ABL p210-b3a2 Breakpoint-derived Pentapeptide Vaccine","NCI","17.01e","NCI"
"CDR0000543797","synthetic peptides E-PRA and E-PSM vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67098","Synthetic Peptides E-PRA And E-PSM Vaccine","NCI","17.01e","NCI"
"CDR0000543940","therapeutic angiotensin-(1-7)","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68962","Therapeutic Angiotensin-(1-7)","NCI","17.01e","NCI"
"CDR0000543979","adefovir dipivoxil","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C28811","Adefovir Dipivoxil","NCI","17.01e","NCI"
"CDR0000544199","NY-ESO-1b peptide vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68999","NY-ESO-1b Peptide Vaccine","NCI","17.01e","NCI"
"CDR0000544201","immunotherapeutic GSK1572932A","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C91714","Immunotherapeutic GSK1572932A","NCI","17.01e","NCI"
"CDR0000544217","resiquimod","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C63958","Resiquimod","NCI","17.01e","NCI"
"CDR0000544559","sialyl Lewisª-keyhole limpet hemocyanin conjugate vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69000","Sialyl Lewis-Keyhole Limpet Hemocyanin Conjugate Vaccine","NCI","17.01e","NCI"
"CDR0000544567","polymeric camptothecin prodrug XMT-1001","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69079","Polymeric Camptothecin Prodrug XMT-1001","NCI","17.01e","NCI"
"CDR0000544572","ranibizumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67562","Ranibizumab","NCI","17.01e","NCI"
"CDR0000544718","malignant conjunctival neoplasm","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3564","Malignant Conjunctival Neoplasm","NCI","17.01e","NCI"
"CDR0000544742","conjunctival Kaposi sarcoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C4578","Conjunctival Kaposi Sarcoma","NCI","17.01e","NCI"
"CDR0000544743","conjunctival melanoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C4550","Conjunctival Melanoma","NCI","17.01e","NCI"
"CDR0000544745","conjunctival squamous cell carcinoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C4549","Conjunctival Squamous Cell Carcinoma","NCI","17.01e","NCI"
"CDR0000544836","papillary renal cell carcinoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C6975","Papillary Renal Cell Carcinoma","NCI","17.01e","NCI"
"CDR0000544837","hereditary papillary renal cell carcinoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9222","Hereditary Papillary Renal Cell Carcinoma","NCI","17.01e","NCI"
"CDR0000544838","hereditary clear cell renal cell carcinoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C36260","Hereditary Clear Cell Renal Cell Carcinoma","NCI","17.01e","NCI"
"CDR0000546563","type 1 papillary renal cell carcinoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27886","Type 1 Papillary Renal Cell Carcinoma","NCI","17.01e","NCI"
"CDR0000546970","rindopepimut","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69076","Rindopepimut","NCI","17.01e","NCI"
"CDR0000546971","candesartan cilexetil","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C28903","Candesartan Cilexetil","NCI","17.01e","NCI"
"CDR0000546971","candesartan cilexetil","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C65284","Candesartan","NCI","17.01e","NCI"
"CDR0000546978","serine/threonine kinase inhibitor XL418","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68963","Serine/Threonine Kinase Inhibitor XL418","NCI","17.01e","NCI"
"CDR0000546979","Ewing sarcoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C4817","Ewing Sarcoma","NCI","17.01e","NCI"
"CDR0000546981","pladienolide derivative E7107","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69005","Pladienolide Derivative E7107","NCI","17.01e","NCI"
"CDR0000546983","Ewing sarcoma of bone","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C4835","Ewing Sarcoma of Bone","NCI","17.01e","NCI"
"CDR0000546984","extraosseous Ewing sarcoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7135","Extraskeletal Ewing Sarcoma","NCI","17.01e","NCI"
"CDR0000546986","peripheral primitive neuroectodermal tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9341","Peripheral Primitive Neuroectodermal Tumor","NCI","17.01e","NCI"
"CDR0000546988","Askin tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7542","Askin Tumor","NCI","17.01e","NCI"
"CDR0000546990","KSP inhibitor ARRY-520","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68937","KSP Inhibitor ARRY-520","NCI","17.01e","NCI"
"CDR0000547019","quizartinib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68936","Quizartinib","NCI","17.01e","NCI"
"CDR0000547027","clobetasol propionate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C28934","Clobetasol Propionate","NCI","17.01e","NCI"
"CDR0000547030","mast cell stabilizer TF002","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69146","Mast Cell Stabilizer TF002","NCI","17.01e","NCI"
"CDR0000547044","ketamine/amitriptyline NP-H cream","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67250","Ketamine/Amitriptyline NP-H Cream","NCI","17.01e","NCI"
"CDR0000547128","hysterosonography","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C38066","Hysterosonography","NCI","17.01e","NCI"
"CDR0000547141","lymphoscintigraphy","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67262","Lymphoscintigraphy","NCI","17.01e","NCI"
"CDR0000547172","stereotactic body radiation therapy","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C118286","Stereotactic Body Radiation Therapy","NCI","17.01e","NCI"
"CDR0000547184","adenovirus encoding human aquaporin-1","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68932","Adenovirus Encoding Human Aquaporin-1","NCI","17.01e","NCI"
"CDR0000547294","choline magnesium trisalicylate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C29244","Choline Magnesium Trisalicylate","NCI","17.01e","NCI"
"CDR0000547425","giant hypertrophic gastritis","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67277","Giant Hypertrophic Gastritis","NCI","17.01e","NCI"
"CDR0000547816","teglarinad chloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68931","Teglarinad Chloride","NCI","17.01e","NCI"
"CDR0000548017","Hsp90 antagonist KW-2478","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69139","Hsp90 Antagonist KW-2478","NCI","17.01e","NCI"
"CDR0000549001","tyrosine kinase inhibitor XL228","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68929","Tyrosine Kinase Inhibitor XL228","NCI","17.01e","NCI"
"CDR0000549337","anti-HIF-1alpha LNA antisense oligonucleotide EZN-2968","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68930","Anti-HIF-1alpha LNA Antisense Oligonucleotide EZN-2968","NCI","17.01e","NCI"
"CDR0000549539","therapeutic estetrol","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68928","Therapeutic Estetrol","NCI","17.01e","NCI"
"CDR0000549681","anti-CEA/anti-DTPA-In (F6-734) bispecific antibody","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68927","Anti-CEA/Anti-DTPA-In (F6-734) Bispecific Antibody","NCI","17.01e","NCI"
"CDR0000549706","therapeutic hemin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68925","Therapeutic Hemin","NCI","17.01e","NCI"
"CDR0000549861","end-of-life treatment/management","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67359","End-of-Life Treatment Management","NCI","17.01e","NCI"
"CDR0000549865","laboratory procedure","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C25294","Laboratory Procedure","NCI","17.01e","NCI"
"CDR0000549866","cryopreservation","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C16475","Cryopreservation","NCI","17.01e","NCI"
"CDR0000549867","biologic sample preservation procedure","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C64262","Biologic Sample Preservation Procedure","NCI","17.01e","NCI"
"CDR0000550683","neuroendocrine neoplasm","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3809","Neuroendocrine Neoplasm","NCI","17.01e","NCI"
"CDR0000550688","islet cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27031","Pancreatic Neuroendocrine Neoplasm","NCI","17.01e","NCI"
"CDR0000551562","oral picoplatin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68924","Oral Picoplatin","NCI","17.01e","NCI"
"CDR0000551564","enobosarm","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C69161","Enobosarm","NCI","17.01e","NCI"
"CDR0000551569","contrast-enhanced magnetic resonance imaging","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C46087","Contrast-enhanced Magnetic Resonance Imaging","NCI","17.01e","NCI"
"CDR0000551643","ethanol ablation therapy","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67444","Ethanol Ablation Therapy","NCI","17.01e","NCI"
"CDR0000551654","cobimetinib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68923","Cobimetinib","NCI","17.01e","NCI"
"CDR0000551693","epidermolysis bullosa","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67383","Epidermolysis Bullosa","NCI","17.01e","NCI"
"CDR0000551718","iron dextran complex","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C44394","Iron Dextran Complex","NCI","17.01e","NCI"
"CDR0000551892","transferrin receptor-targeted liposomal p53 cDNA","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C29474","Transferrin Receptor-Targeted Liposomal p53 cDNA","NCI","17.01e","NCI"
"CDR0000551902","xenogeneic tyrosinase DNA vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68839","Xenogeneic Tyrosinase DNA Vaccine","NCI","17.01e","NCI"
"CDR0000552648","aldoxorubicin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68921","Aldoxorubicin","NCI","17.01e","NCI"
"CDR0000552699","minocycline hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C47622","Minocycline Hydrochloride","NCI","17.01e","NCI"
"CDR0000552702","clindamycin/hydrocortisone lotion","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68844","Clindamycin/Hydrocortisone Lotion","NCI","17.01e","NCI"
"CDR0000552704","abiraterone acetate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68845","Abiraterone Acetate","NCI","17.01e","NCI"
"CDR0000552929","tapentadol hydrochloride ER","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68922","Tapentadol Hydrochloride","NCI","17.01e","NCI"
"CDR0000552982","autologous Ad-CD154-transduced CLL B cells","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68842","Autologous Ad-CD154-Transduced CLL B Cells","NCI","17.01e","NCI"
"CDR0000553152","reconstruction","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C25351","Reconstructive Surgery","NCI","17.01e","NCI"
"CDR0000553154","breast reconstruction","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C15354","Mammoplasty","NCI","17.01e","NCI"
"CDR0000553156","idiopathic thrombocytopenic purpura","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3446","Idiopathic Thrombocytopenic Purpura","NCI","17.01e","NCI"
"CDR0000553158","thrombocytopenic purpura","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C26870","Thrombocytopenic Purpura","NCI","17.01e","NCI"
"CDR0000553272","cutaneous mastocytosis","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C7137","Cutaneous Mastocytosis","NCI","17.01e","NCI"
"CDR0000553281","urticaria pigmentosa/maculopapular cutaneous mastocytosis","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3433","Urticaria Pigmentosa/Maculopapular Cutaneous Mastocytosis","NCI","17.01e","NCI"
"CDR0000553413","efalizumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68831","Efalizumab","NCI","17.01e","NCI"
"CDR0000553530","tazarotene","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C29487","Tazarotene","NCI","17.01e","NCI"
"CDR0000553565","germ cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3708","Germ Cell Tumor","NCI","17.01e","NCI"
"CDR0000553580","ovarian yolk sac tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8107","Ovarian Yolk Sac Tumor","NCI","17.01e","NCI"
"CDR0000553585","testicular germ cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C8591","Testicular Germ Cell Tumor","NCI","17.01e","NCI"
"CDR0000553623","childhood gonadal germ cell tumor","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C114801","Childhood Gonadal Germ Cell Tumor","NCI","17.01e","NCI"
"CDR0000553625","abexinostat","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68920","Abexinostat","NCI","17.01e","NCI"
"CDR0000553629","duloxetine hydrochloride","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C65496","Duloxetine Hydrochloride","NCI","17.01e","NCI"
"CDR0000553672","teratoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C3403","Teratoma","NCI","17.01e","NCI"
"CDR0000553673","adult teratoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C9013","Adult Teratoma","NCI","17.01e","NCI"
"CDR0000554260","testicular immature teratoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C6353","Immature Testicular Teratoma","NCI","17.01e","NCI"
"CDR0000554263","testicular mature teratoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C6355","Mature Testicular Teratoma","NCI","17.01e","NCI"
"CDR0000554706","Se-methyl-seleno-L-cysteine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C63678","Methylselenocysteine","NCI","17.01e","NCI"
"CDR0000554979","liposomal cytarabine-daunorubicin CPX-351","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67504","Liposomal Cytarabine-Daunorubicin CPX-351","NCI","17.01e","NCI"
"CDR0000555065","petrolatum-mineral oil-lanolin-ceresin ointment","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C28832","Petrolatum-Mineral Oil-Lanolin-Ceresin Ointment","NCI","17.01e","NCI"
"CDR0000555067","sodium hyaluronate topical hydrogel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68822","Sodium Hyaluronate Topical Hydrogel","NCI","17.01e","NCI"
"CDR0000555123","digital image analysis","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C67525","Digital Image Analysis","NCI","17.01e","NCI"
"CDR0000555364","sickle cell disease","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C34383","Sickle Cell Disease","NCI","17.01e","NCI"
"CDR0000555445","PGLA/PEG copolymer-based paclitaxel","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71692","PGLA/PEG Copolymer-Based Paclitaxel","NCI","17.01e","NCI"
"CDR0000555507","apomab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71693","Apomab","NCI","17.01e","NCI"
"CDR0000555692","citatuzumab bogatox","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71694","Citatuzumab Bogatox","NCI","17.01e","NCI"
"CDR0000557106","serine protease inhibitor WX-671","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C73985","Serine Protease Inhibitor WX-671","NCI","17.01e","NCI"
"CDR0000557567","nanoparticle albumin-bound docetaxel ABI-008","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71696","Nanoparticle Albumin-Bound Docetaxel","NCI","17.01e","NCI"
"CDR0000557569","teprotumumab","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C95797","Teprotumumab","NCI","17.01e","NCI"
"CDR0000557721","DC-OVA vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C73986","DC-OVA Vaccine","NCI","17.01e","NCI"
"CDR0000558123","cytokine-induced killer cells","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71757","Cytokine-Induced Killer Cells","NCI","17.01e","NCI"
"CDR0000558131","indium In 111 pentetate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71725","Indium In 111 Pentetate","NCI","17.01e","NCI"
"CDR0000558132","gallium citrate Ga 67","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C47547","Gallium Citrate Ga-67","NCI","17.01e","NCI"
"CDR0000558806","modified vaccinia Ankara (Bavarian Nordic)-HER2 vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71758","Modified Vaccinia Ankara (Bavarian Nordic)-HER2 Vaccine","NCI","17.01e","NCI"
"CDR0000558903","quarfloxacin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71726","Quarfloxin","NCI","17.01e","NCI"
"CDR0000558906","phosphatidylcholine-bound silybin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71883","Phosphatidylcholine-Bound Silybin","NCI","17.01e","NCI"
"CDR0000558907","PI3K/mTOR dual kinase inhibitor XL765","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71704","Voxtalisib","NCI","17.01e","NCI"
"CDR0000558909","Class 1 PI3K family inhibitor XL147","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71705","PI3K Family Kinase Inhibitor XL147","NCI","17.01e","NCI"
"CDR0000558911","nifurtimox","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71734","Nifurtimox","NCI","17.01e","NCI"
"CDR0000558913","linifanib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71759","Linifanib","NCI","17.01e","NCI"
"CDR0000558915","laser interstitial thermal therapy","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68680","Laser Interstitial Thermal Therapy","NCI","17.01e","NCI"
"CDR0000558918","ablation","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C20985","Ablation Therapy","NCI","17.01e","NCI"
"CDR0000559159","hTERT I540/R572Y/D988Y multipeptide vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71761","hTERT I540/R572Y/D988Y Multipeptide Vaccine","NCI","17.01e","NCI"
"CDR0000559164","survivin Sur1M2 peptide vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71741","Survivin Sur1M2 Peptide Vaccine","NCI","17.01e","NCI"
"CDR0000559200","apatorsen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71740","Apatorsen","NCI","17.01e","NCI"
"CDR0000559298","mirtazapine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C29265","Mirtazapine","NCI","17.01e","NCI"
"CDR0000559318","childhood myelodysplastic syndromes","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C68744","Childhood Myelodysplastic Syndrome","NCI","17.01e","NCI"
"CDR0000559320","amuvatinib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71750","Amuvatinib","NCI","17.01e","NCI"
"CDR0000559621","dendritic cell-idiotype-keyhole limpet hemocyanin vaccine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71760","Dendritic Cell-Idiotype-Keyhole Limpet Hemocyanin Vaccine","NCI","17.01e","NCI"
"CDR0000559644","pracinostat","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71708","Pracinostat","NCI","17.01e","NCI"
"CDR0000559689","eccrine carcinoma of the skin","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C27255","Eccrine Carcinoma","NCI","17.01e","NCI"
"CDR0000560167","intranasal ketamine","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71709","Intranasal Ketamine","NCI","17.01e","NCI"
"CDR0000560174","anti-denatured collagen recombinant monoclonal antibody TRC093","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71749","Anti-Denatured Collagen Monoclonal Antibody TRC093","NCI","17.01e","NCI"
"CDR0000560180","mitosis-angiogenesis inhibitor R1530","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71710","Receptor Tyrosine Kinase Inhibitor R1530","NCI","17.01e","NCI"
"CDR0000560189","pan-AKT kinase inhibitor GSK690693","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71711","Pan-AKT Kinase Inhibitor GSK690693","NCI","17.01e","NCI"
"CDR0000560190","autologous anti-gp100:154-162 T-cell receptor gene-engineered peripheral blood lymphocytes","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71748","Autologous Anti-gp100:154-162 T-Cell Receptor Gene-Engineered Peripheral Blood Lymphocytes","NCI","17.01e","NCI"
"CDR0000560191","olaparib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71721","Olaparib","NCI","17.01e","NCI"
"CDR0000560192","autologous anti-MART-1 F5 T-cell receptor gene-engineered peripheral blood lymphocytes","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C38587","Autologous Anti-MART-1 F5 T-Cell Receptor Gene-Engineered Peripheral Blood Lymphocytes","NCI","17.01e","NCI"
"CDR0000560194","hypoxia-activated prodrug TH-302","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71722","Hypoxia-Activated Prodrug TH-302","NCI","17.01e","NCI"
"CDR0000560207","cytomegalovirus pp65-specific cytotoxic T lymphocytes","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71747","Cytomegalovirus pp65-Specific Cytotoxic T Lymphocytes","NCI","17.01e","NCI"
"CDR0000560209","glycosylated recombinant human G-CSF AVI-014","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C74520","Glycosylated Recombinant Human G-CSF AVI-014","NCI","17.01e","NCI"
"CDR0000560555","c-Met inhibitor MK2461","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C90591","c-Met Inhibitor MK2461","NCI","17.01e","NCI"
"CDR0000560733","S-adenosyl-L-methionine disulfate p-toluene-sulfonate","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71745","S-Adenosyl-L-Methionine Disulfate P-Toluene-Sulfonate","NCI","17.01e","NCI"
"CDR0000560749","IL-2 recombinant fusion protein ALT-801","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71743","IL-2 Recombinant Fusion Protein ALT-801","NCI","17.01e","NCI"
"CDR0000560751","gavinostat","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71716","Givinostat","NCI","17.01e","NCI"
"CDR0000560774","enzalutamide","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71744","Enzalutamide","NCI","17.01e","NCI"
"CDR0000560777","baclofen","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C28858","Baclofen","NCI","17.01e","NCI"
"CDR0000560932","nucleotide analogue GS 9219","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71742","Nucleotide Analogue GS 9219","NCI","17.01e","NCI"
"CDR0000561025","pegylated granulocyte colony stimulating factor MAXY-G34","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71718","Pegylated Granulocyte Colony Stimulating Factor MAXY-G34","NCI","17.01e","NCI"
"CDR0000561054","childhood favorable prognosis Hodgkin lymphoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C114806","Childhood Favorable Prognosis Hodgkin Lymphoma","NCI","17.01e","NCI"
"CDR0000561055","childhood unfavorable prognosis Hodgkin lymphoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C114808","Childhood Unfavorable Prognosis Hodgkin Lymphoma","NCI","17.01e","NCI"
"CDR0000561056","adult favorable prognosis Hodgkin lymphoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C114807","Adult Favorable Prognosis Hodgkin Lymphoma","NCI","17.01e","NCI"
"CDR0000561057","adult unfavorable prognosis Hodgkin lymphoma","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C114809","Adult Unfavorable Prognosis Hodgkin Lymphoma","NCI","17.01e","NCI"
"CDR0000561135","prostate cancer vaccine ONY-P1","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71723","Prostate Cancer Vaccine ONY-P1","NCI","17.01e","NCI"
"CDR0000561286","alisertib","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C71717","Alisertib","NCI","17.01e","NCI"
"CDR0000561306","insulin aspart recombinant","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C47563","Insulin Aspart","NCI","17.01e","NCI"
"CDR0000561308","hyperglycemia","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C26797","Hyperglycemia","NCI","17.01e","NCI"
"CDR0000561310","insulin glargine recombinant","PDQ","2016_07_31","PDQ","mapped_to","SY","0","C47564","Insulin Glargine","NCI","17.01e","NCI"
